x,y,name
0.9438595500020064,0.43159243836821537,circles
0.9354065292502476,-0.25092438962459773,circles
-0.8841149637130902,0.6121046067072209,circles
0.3938838067908816,0.3284986655830204,circles
0.86748813691289,0.44254666947517074,circles
0.6912885856598228,0.6407993704072096,circles
0.387494456023897,-0.21635832905549457,circles
0.35833175370357273,0.39081275880638616,circles
0.3862159485553508,0.3652465423560399,circles
-0.7342088657536153,0.5862913195732987,circles
0.13217406733153697,-0.501515253958805,circles
0.0654464717364425,0.5196270219344182,circles
-0.7623359477140278,-0.7182933959540848,circles
1.0390741002960977,0.041780669822741805,circles
-0.8966996120642944,-0.2840943140620703,circles
0.9293907056477707,-0.3254318020189512,circles
0.2500139931797427,-0.30747224406040424,circles
-0.2095098562108969,-1.01819495898637,circles
0.7565043626516548,0.52906592710112,circles
-0.6804649573377063,0.7044531922742695,circles
-0.08003536177026868,1.059047754502817,circles
0.3594556937440021,0.3341947924126452,circles
0.9055645952922386,-0.37691820688010425,circles
0.43988523264675733,-0.19019061147272,circles
0.9653192353185218,0.02108232196512924,circles
-0.2509404418707696,-0.38845131507093833,circles
-0.03795179716616162,0.5949161012249765,circles
0.39468977668598676,-0.07226754643104538,circles
-0.3802021086004906,-0.3977647505358156,circles
-0.3464652774120544,-0.348205097281289,circles
-0.26044852074977165,-1.0129011899357578,circles
-0.935015039810099,0.16181008203404407,circles
0.9779010876575376,-0.39792053072748745,circles
-0.11967377529711207,-0.9322461389444017,circles
0.940478293208444,0.3202025811010789,circles
0.294756871765916,-0.4409549798078818,circles
0.45051495203818454,-0.3736274325937152,circles
-0.3176838926244848,0.9686832604295963,circles
-1.0280519177980598,0.16479548783080164,circles
-0.9798497723108295,-0.14962532696802375,circles
0.5690249506228063,-0.06256362103276875,circles
-0.9100603556485968,-0.011682314958586165,circles
0.8823454447963348,-0.5291376505045723,circles
-0.49336677416122704,0.07140992628736686,circles
-0.5344112710066347,0.20532971166044678,circles
-0.29731585564541324,0.44685032505215994,circles
0.3872307723121683,-0.9476403329733554,circles
0.07149409637778215,0.863605391635741,circles
-0.03229327306970591,1.1037014528248483,circles
-1.0289628253190197,-0.2059698432228963,circles
0.7496675167230819,0.5258826983086416,circles
-0.0908102106949469,0.4886052802221888,circles
0.9875748132028865,-0.20673320733529527,circles
-0.4116429996584833,0.988098583879688,circles
0.1192177690652946,-0.48843751739718355,circles
-0.5365736363688282,-0.11338146884809654,circles
0.4911628142765534,-0.8739613678970989,circles
-0.45220814419015853,-0.09045782999970678,circles
-0.40567374122099886,0.1195197970106186,circles
-0.4637852069306105,-0.2297742619449218,circles
0.07485417314793708,-0.955731878501033,circles
-0.4840144306032109,0.020635840602735395,circles
0.15831328336654854,0.465268868071002,circles
-0.6328017237623448,-0.6947592884997253,circles
-0.40993069456312725,0.11418317700753869,circles
0.15592039241952657,-0.889303465800954,circles
-0.3338207119232883,-0.9518515640433416,circles
0.012390542718816802,-0.48079321980551176,circles
-0.7689078095572061,0.7283132750591467,circles
-0.09251361720212312,-0.600108975765478,circles
-0.3753806398112919,0.3281293573471173,circles
0.5517536490057908,-0.802955316719705,circles
-0.9347982560401372,0.3750738399378984,circles
0.2723783153225388,-0.4429686875097524,circles
-0.7610034339357095,-0.7991227147469718,circles
-0.43789206990441476,-0.18467149082681006,circles
-0.19162673272914088,0.4323853924445135,circles
-0.4900360653668454,-0.8281400632017838,circles
-0.25242806052414685,-0.4204677133360282,circles
-0.1586329987900637,-0.9129692956245786,circles
0.6692221630954052,-0.6673065711139601,circles
-0.5258865611044506,-0.013027541818617101,circles
-0.7081035849629302,0.7200579561838361,circles
-0.4125802046142169,-0.9230328401492287,circles
0.4655976826556024,0.9492141126223383,circles
0.6686393509659445,-0.6528197822998251,circles
0.34754230662664365,-0.9300255819985978,circles
-0.3712092866163453,0.3061897384780816,circles
0.6810017827169236,-0.7374491816467966,circles
0.274915238941849,0.5212238301601302,circles
-0.3293454980293276,0.4217052251183456,circles
-0.27717518885387277,0.41491416613013504,circles
-1.0620007766646142,-0.07671771176972016,circles
0.5237514832697288,-0.004127562698367046,circles
-0.8055926114166345,-0.5372469740595553,circles
1.0695696008482025,-0.20235400084786923,circles
-0.9101807431154378,-0.3703399020742221,circles
0.9578542579928753,0.04625975695582446,circles
0.42045345170097087,-0.38992022131510845,circles
0.4985977726642717,0.9200894734914643,circles
-0.42478544384809613,0.08348310979086776,circles
0.38093895710130415,-0.14516054340986617,circles
0.5188173097630129,0.17435367018381578,circles
-0.6327886472926544,-0.7306892955816068,circles
-0.2001561136486857,-0.4939680724634669,circles
0.6139172198486568,0.820660567930052,circles
0.26113875317278545,-0.4065777754358441,circles
0.769385234167559,0.5606682607855178,circles
-0.5501857563887813,0.8048219470594533,circles
0.13234906340103497,-0.9749028060136179,circles
0.22065528314036756,1.0413354798743324,circles
0.38703222360155365,-0.27391128047136204,circles
-0.6199785067090076,-0.6600595315322381,circles
0.5186541692239506,-0.8293907684155076,circles
-0.9569977096408194,0.022850503635563107,circles
0.6149155024425891,0.7818619556871712,circles
-0.966152671713751,0.23792691521147313,circles
0.03934391917100194,-0.9214997456806482,circles
0.42767018811342056,1.0212760877740479,circles
0.21585379635567978,-0.5130250524693515,circles
0.14122063311217375,0.5917901579947218,circles
-0.12473341039061005,0.8848144222350007,circles
-0.0036816418264190177,-0.4880212772952713,circles
-0.31237801515709285,-0.9737276637430085,circles
-1.0560953558157362,-0.10685109441199535,circles
-0.3103214939388688,0.3596449208022271,circles
0.8395358866417951,-0.5860115040866285,circles
-0.8608027043307951,-0.34684477637440936,circles
0.8537822992188622,0.25671973791271285,circles
0.4860276632945279,0.33817223083323245,circles
0.131570661524399,-0.4977943935114959,circles
-0.5041756069964538,0.1904979869791988,circles
-0.007062007949079525,-0.5414678232347909,circles
0.47889447585913225,0.08296642214379973,circles
-0.7670174905132685,-0.60549774025092,circles
1.0249112438229422,-0.011945872640199248,circles
-0.5081116968984444,0.14323089746132325,circles
-0.5923965523412705,-0.7487512153623571,circles
-0.487650904468897,0.12217660417889677,circles
0.3327821338148198,-0.3127651453686908,circles
-0.18254279306141452,-0.46478958039882085,circles
